Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X7305569,SLR Elite L3,JA,8030282560925,308224-002,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110196,Opal White,26,145 x 242mm,UN,,,0,0,0,0,10,,,0,0,,0,0,46111,120.683,120.683,0,0,0,0,0,1206.83,0,46112,229.99,240,0.041708,1.9,MC-NEW,240,240
X7305570,SLR Advan S3,JA,8030282560932,308225-001,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110193,Opal White,26,130 x 242mm,UN,,,0,5,5,2,4,0.8,0.8,1,0,,0,0,46111,76.111,76.111,483.14,102.59,193.260504,483.151261,0.21234,380.56,0,46112,114.99,160,0.281313,1.5,MC-C-NOS,114.99,114.99
X7305571,SLR Advan L3,JA,8030282560949,308225-002,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110192,Opal White,26,145 x 242mm,UN,,,0,2,2,2,8,4,4,0,0,,0,0,46107,76.11,76.11,193.26,41.04,193.260504,193.260504,0.212356,608.88,0,46111,114.99,160,0.281313,1.5,MC-C-NOS,114.99,114.99
X7305573,Bar Tape,JA,8030282560956,306208-001,T064,TZB,Griffe/Band,SELLEITALI,M000110191,Opal White,26,30 x 2100 mm,UN,,,0,0,0,0,9,,,1,0,,0,0,46111,17.6,17.6,0,0,0,0,0,176,0,46112,32.99,35,0.057429,1.9,MC-NEW,35,35
X7305574,X-Venture+,JA,3611720243553,301050-001,T023,TZB,Pedale MTB Click,LOOK,M000110199,Black,26,OSZ,UN,,,0,2,2,1,22,11,11,0,0,,0,0,46079,41.723333,41.723333,117.64,34.2,58.815126,117.630252,0.290717,917.92,0,46079,69.99,75,0.0668,1.7,MC-NEW,75,75
X7305575,X-Venture,Nein/Nur in der Filiale Verfügbar,3611720243577,301051-001,T023,TZB,Pedale MTB Click,LOOK,M000110198,Black,26,OSZ,UN,,,0,0,0,0,0,,,0,24,2026-05-15,24,27.81,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,MC-NEW,50,50
X7305767,"Ladegerät ""AXS""",JA,710845928123,3153038,T999,Sonstiges,Sonstiges,SRAM,M000111629,schwarz,26,OSZ,UN,,,0,0,0,-1,10,,,0,0,,0,0,46086,28.57,28.57,0,0,0,0,0,285.7,1,46087,0,52,1,0,MC,52,52
X7306062,Shredda Gravity Pro F 29x2.50 Radial UltraSoft TLR E-50,Nein/Nur in der Filiale Verfügbar,4026495970624,SB11654553.01,T042,TZB,Reifen MTB,SCHWALBE,M000110621,schwarz/schwarz,26,64-622,UN,,,0,0,0,0,10,,,0,10,2026-05-01,10,46.96,46112,38.77,19.385,0,0,0,0,0,387.7,0,46113,69.99,79.9,0.12403,1.8,MC-AUSLAUF,69.99,69.99
X7306063,"Shredda Gravity Pro R 27,5x2.50 Radial UltraSoft TLR E-50",Nein/Nur in der Filiale Verfügbar,4026495970686,SB11654555.01,T042,TZB,Reifen MTB,SCHWALBE,M000110622,schwarz/schwarz,26,64-584,UN,,,0,0,0,0,0,,,0,20,2026-04-01,10,46.55,0,0,0,0,0,0,0,0,0,0,0,69.99,79.9,0.12403,0,MC-AUSLAUF,69.99,69.99
X7306064,Albert Gravity Pro 29x2.50 Radial Soft TLR E-50,Nein/Nur in der Filiale Verfügbar,4026495969161,SB11654589.01,T042,TZB,Reifen MTB,SCHWALBE,M000110617,schwarz/schwarz,26,63-622,UN,,,0,0,0,0,0,,,0,20,2026-04-01,10,46.96,0,0,0,0,0,0,0,0,0,0,0,69.99,79.9,0.12403,0,MC-AUSLAUF,69.99,69.99
X7306065,"Albert Gravity Pro 29x2,50 ADDIX UltraSoft Radial TLR E-50",Nein/Nur in der Filiale Verfügbar,4026495969208,SB11654591.01,T042,TZB,Reifen MTB,SCHWALBE,M000110618,black/black,26,63-622,UN,,,0,0,0,0,0,,,0,20,2026-04-01,10,46.96,0,0,0,0,0,0,0,0,0,0,0,69.99,79.9,0.12403,0,MC-AUSLAUF,69.99,69.99
X7306066,Albert Gravity Pro 29x2.60 Radial Soft TLR E-50,Nein/Nur in der Filiale Verfügbar,4026495969284,SB11654592.01,T042,TZB,Reifen MTB,SCHWALBE,M000110619,schwarz/schwarz,26,65-622,UN,,,0,0,0,0,0,,,0,20,2026-04-01,10,46.96,0,0,0,0,0,0,0,0,0,0,0,69.99,79.9,0.12403,0,MC-AUSLAUF,69.99,69.99
X7306067,"Albert Gravity Pro 29x2,60 ADDIX UltraSoft Radial TLR E-50",Nein/Nur in der Filiale Verfügbar,4026495969321,SB11654593.01,T042,TZB,Reifen MTB,SCHWALBE,M000110620,black/black,26,65-622,UN,,,0,0,0,0,0,,,0,20,2026-04-01,10,46.96,0,0,0,0,0,0,0,0,0,0,0,69.99,79.9,0.12403,0,MC-AUSLAUF,69.99,69.99
X7306069,Racefeel MTB Lock-On  Griffe,JA,8021890619969,03181060,T064,TZB,Griffe/Band,FIZIK,M000110659,burgundy,26,Ø 29 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306070,Racefeel MTB Lock-On  Griffe,JA,8021890619976,03181050,T064,TZB,Griffe/Band,FIZIK,M000110659,Khaki,26,Ø 29 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306071,Racefeel MTB Lock-On  Griffe,JA,8021890619983,03181071,T064,TZB,Griffe/Band,FIZIK,M000110659,lavendel,26,Ø 29 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206667,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306072,Racefeel MTB Lock-On  Griffe,JA,8021890619471,03181040,T064,TZB,Griffe/Band,FIZIK,M000110659,Black,26,Ø 29 mm / 135 mm,UN,,,0,1,1,0,4,4,4,0,0,,0,0,46085,14.206,14.206,22.68,8.47,0,25.12605,0.373457,56.82,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306073,Comfortfeel MTB Lock-On  Griffe,JA,8021890619990,03181020,T064,TZB,Griffe/Band,FIZIK,M000110658,burgundy,26,Ø 32 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306075,Comfortfeel MTB Lock-On  Griffe,JA,8021890620019,03181030,T064,TZB,Griffe/Band,FIZIK,M000110658,lavendel,26,Ø 32 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306076,Comfortfeel MTB Lock-On  Griffe,JA,8021890619495,03181000,T064,TZB,Griffe/Band,FIZIK,M000110658,Black,26,Ø 32 mm / 135 mm,UN,,,0,0,0,0,5,,,0,0,,0,0,46085,14.206,14.206,0,0,0,0,0,71.03,0,46085,29.9,29.9,0,2.1,MC-NEW,29.9,29.9
X7306079,Matrix Transparant Purple - Smoke w purple multi,Nein/Nur in der Filiale Verfügbar,8056262750216,0ZB700470042833,B131,Bekleidung,Brille Freizeit,BLIZ,M000110690,transparant purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306080,Matrix Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262750278,0ZB700470042933,B131,Bekleidung,Brille Freizeit,BLIZ,M000110684,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306081,Fusion Matt White - Smoke w Red Multi,Nein/Nur in der Filiale Verfügbar,7318480112353,0ZB700570050733,B131,Bekleidung,Brille Freizeit,BLIZ,M000110671,matt white,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306082,Fusion Transparant Blue - Smoke w blue multi,Nein/Nur in der Filiale Verfügbar,8056262749876,0ZB700570053033,B131,Bekleidung,Brille Freizeit,BLIZ,M000110680,transparant blue,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306083,Fusion Transparant Purple - Smoke w purple multi,Nein/Nur in der Filiale Verfügbar,8056262749975,0ZB700570053133,B131,Bekleidung,Brille Freizeit,BLIZ,M000110681,transparant purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306084,Fusion Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262750100,0ZB700570053233,B131,Bekleidung,Brille Freizeit,BLIZ,M000110672,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306085,Fusion Matte White - Smoke w blue multi,Nein/Nur in der Filiale Verfügbar,8056262750254,0ZB700570053433,B131,Bekleidung,Brille Freizeit,BLIZ,M000110673,Matte White,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306086,Matrix Small Transparant Pink - Brown w rose multi,Nein/Nur in der Filiale Verfügbar,8056262750391,0ZB700770072330,B131,Bekleidung,Brille Freizeit,BLIZ,M000110688,transparant pink,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306087,Fusion Small Matt Pastel Blue - Smoke w Ice Blue Multi,Nein/Nur in der Filiale Verfügbar,7318480130029,0ZB701370130625,B131,Bekleidung,Brille Freizeit,BLIZ,M000110676,matt pastel blue,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306088,Fusion Small Transparent Blue - Smoke w Ice Blue Multi,Nein/Nur in der Filiale Verfügbar,8056262659861,0ZB701370132225,B131,Bekleidung,Brille Freizeit,BLIZ,M000110679,transparent blue,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306089,Fusion Small Transparant Pink - Brown w rose multi,Nein/Nur in der Filiale Verfügbar,8056262750018,0ZB701370132425,B131,Bekleidung,Brille Freizeit,BLIZ,M000110678,transparant pink,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306090,Fusion Small Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262750131,0ZB701370132525,B131,Bekleidung,Brille Freizeit,BLIZ,M000110677,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306091,P001 Matt Black - Brown w Green Multi,Nein/Nur in der Filiale Verfügbar,8056262508138,0ZB701570151442,B131,Bekleidung,Brille Freizeit,BLIZ,M000110693,Matt Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306092,P001 Transparent White - Brown w Green Multi,Nein/Nur in der Filiale Verfügbar,8056262659731,0ZB701570151942,B131,Bekleidung,Brille Freizeit,BLIZ,M000110700,transparent white,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,36.406667,36.406667,0,0,0,0,0,109.22,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306093,P001 Transparent Blue - Smoke w Ice Blue Multi,Nein/Nur in der Filiale Verfügbar,8056262659755,0ZB701570152042,B131,Bekleidung,Brille Freizeit,BLIZ,M000110698,transparent blue,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306094,P003 Matte Purple - Grey w Purple Multi,Nein/Nur in der Filiale Verfügbar,8056262658222,0ZB702170210436,B131,Bekleidung,Brille Freizeit,BLIZ,M000110708,matte purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306095,P003 Matte Black - Orange w Blue Multi,Nein/Nur in der Filiale Verfügbar,8056262658307,0ZB702170210636,B131,Bekleidung,Brille Freizeit,BLIZ,M000110706,Matte Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,44.596667,44.596667,0,0,0,0,0,133.79,0,46097,104.99,109,0.036789,2.4,PW-neu-09,104.99,104.99
X7306096,P003 Small Matte Black - Grey w Blue Mirror,Nein/Nur in der Filiale Verfügbar,8056262658369,0ZB702170210732,B131,Bekleidung,Brille Freizeit,BLIZ,M000110710,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46102,36.405,36.405,0,0,0,0,0,72.81,0,46097,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306097,P003 Transparent Dark Grey - Brown w Red Multi,Nein/Nur in der Filiale Verfügbar,8056262658383,0ZB702170210836,B131,Bekleidung,Brille Freizeit,BLIZ,M000110716,transparent dark grey,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306098,P003 Transparent White - Brown w Green Multi,Nein/Nur in der Filiale Verfügbar,8056262658420,0ZB702170210936,B131,Bekleidung,Brille Freizeit,BLIZ,M000110717,transparent white,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,36.406667,36.406667,0,0,0,0,0,109.22,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306099,P006s Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262749623,0ZB702370230136,B131,Bekleidung,Brille Freizeit,BLIZ,M000110734,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306100,P006 Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262749616,0ZB702370230140,B131,Bekleidung,Brille Freizeit,BLIZ,M000110728,Matte Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,121.5,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306101,P006 Matte White - Smoke w blue multi,Nein/Nur in der Filiale Verfügbar,8056262749715,0ZB702370230240,B131,Bekleidung,Brille Freizeit,BLIZ,M000110729,Matte White,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306102,P006s Matte Black - Nano Optics Violet w blue mult,Nein/Nur in der Filiale Verfügbar,8056262749869,0ZB702370230336,B131,Bekleidung,Brille Freizeit,BLIZ,M000110733,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,48.68,48.68,0,0,0,0,0,97.36,0,46093,114.99,119,0.033697,2.4,PW-neu-09,114.99,114.99
X7306103,P006 Matte Black - Nano Optics Violet w blue mult,Nein/Nur in der Filiale Verfügbar,8056262749852,0ZB702370230340,B131,Bekleidung,Brille Freizeit,BLIZ,M000110727,Matte Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,48.68,48.68,0,0,0,0,0,146.04,0,46093,114.99,119,0.033697,2.4,PW-neu-09,114.99,114.99
X7306104,P006s Crystal Black - Green w green multi,Nein/Nur in der Filiale Verfügbar,8056262750087,0ZB702370230436,B131,Bekleidung,Brille Freizeit,BLIZ,M000110732,Crystal Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306105,P006 Crystal Black - Green w green multi,Nein/Nur in der Filiale Verfügbar,8056262750070,0ZB702370230440,B131,Bekleidung,Brille Freizeit,BLIZ,M000110726,Crystal Black,26,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-12,3,45,0,0,0,0,0,0,0,0,0,0,0,94.99,99,0.040505,0,PW-neu-09,94.99,94.99
X7306106,P006 Transparant Blue - Smoke w blue multi,Nein/Nur in der Filiale Verfügbar,8056262750179,0ZB702370230540,B131,Bekleidung,Brille Freizeit,BLIZ,M000110730,transparant blue,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306107,P006 Transparant Purple - Smoke w purple mirror,Nein/Nur in der Filiale Verfügbar,8056262750285,0ZB702370230640,B131,Bekleidung,Brille Freizeit,BLIZ,M000110731,transparant purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46102,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306108,P006s Transparant Pink - Brown w rose multi,Nein/Nur in der Filiale Verfügbar,8056262750513,0ZB702370230836,B131,Bekleidung,Brille Freizeit,BLIZ,M000110735,transparant pink,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,40.5,40.5,0,0,0,0,0,81,0,46093,94.99,99,0.040505,2.3,PW-neu-09,94.99,94.99
X7306109,A006 Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262749630,0ZB702470240157,B131,Bekleidung,Brille Freizeit,BLIZ,M000110665,Matte Black,26,OSZ,UN,,,0,0,0,0,0,,,0,2,2026-03-12,2,35.91,0,0,0,0,0,0,0,0,0,0,0,74.99,79,0.050759,0,PW-neu-09,74.99,74.99
X7306110,A006 Transparant Purple - Smoke w purple multi,Nein/Nur in der Filiale Verfügbar,8056262750001,0ZB702470240657,B131,Bekleidung,Brille Freizeit,BLIZ,M000110666,transparant purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,32.32,32.32,0,0,0,0,0,64.64,0,46093,74.99,79,0.050759,2.3,PW-neu-09,74.99,74.99
X7306111,A008 Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262749654,0ZB702770270161,B131,Bekleidung,Brille Freizeit,BLIZ,M000110667,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46102,28.225,28.225,0,0,0,0,0,56.45,0,46097,64.99,69,0.058116,2.3,PW-neu-09,64.99,64.99
X7306112,A008 Transparant Purple - Smoke w purple multi,Nein/Nur in der Filiale Verfügbar,8056262750049,0ZB702770270661,B131,Bekleidung,Brille Freizeit,BLIZ,M000110668,transparant purple,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,28.225,28.225,0,0,0,0,0,56.45,0,46093,64.99,69,0.058116,2.3,PW-neu-09,64.99,64.99
X7306113,P005s Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262750896,0ZB702870280135,B131,Bekleidung,Brille Freizeit,BLIZ,M000110724,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306114,P005 Matte Black - Smoke,Nein/Nur in der Filiale Verfügbar,8056262750889,0ZB702870280139,B131,Bekleidung,Brille Freizeit,BLIZ,M000110720,Matte Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,36.403333,36.403333,0,0,0,0,0,109.21,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306115,P005 Matte White - Smoke w Blue multi,Nein/Nur in der Filiale Verfügbar,8056262750902,0ZB702870280239,B131,Bekleidung,Brille Freizeit,BLIZ,M000110721,Matte White,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306116,P005s Matte Black - Nano Optics Violet w blue mult,Nein/Nur in der Filiale Verfügbar,8056262750933,0ZB702870280335,B131,Bekleidung,Brille Freizeit,BLIZ,M000110723,Matte Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,44.595,44.595,0,0,0,0,0,89.19,0,46093,104.99,109,0.036789,2.4,PW-neu-09,104.99,104.99
X7306117,P005 Matte Black - Nano Optics Violet w blue mult,Nein/Nur in der Filiale Verfügbar,8056262750926,0ZB702870280339,B131,Bekleidung,Brille Freizeit,BLIZ,M000110719,Matte Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,44.593333,44.593333,0,0,0,0,0,133.78,0,46093,104.99,109,0.036789,2.4,PW-neu-09,104.99,104.99
X7306118,P005s Crystal Black - Green w Green multi,Nein/Nur in der Filiale Verfügbar,8056262750957,0ZB702870280435,B131,Bekleidung,Brille Freizeit,BLIZ,M000110722,Crystal Black,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306119,P005 Crystal Black - Green w Green multi,Nein/Nur in der Filiale Verfügbar,8056262750940,0ZB702870280439,B131,Bekleidung,Brille Freizeit,BLIZ,M000110718,Crystal Black,26,OSZ,UN,,,0,0,0,0,3,,,0,0,,0,0,46095,36.403333,36.403333,0,0,0,0,0,109.21,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306120,P005s Transparent Pink - Brown w rose multi,Nein/Nur in der Filiale Verfügbar,8056262751039,0ZB702870280835,B131,Bekleidung,Brille Freizeit,BLIZ,M000110725,Transparent Pink,26,OSZ,UN,,,0,0,0,0,2,,,0,0,,0,0,46095,36.405,36.405,0,0,0,0,0,72.81,0,46093,84.99,89,0.045056,2.3,PW-neu-09,84.99,84.99
X7306182,The Low Bones  - Desert Tortoise,Nein/Nur in der Filiale Verfügbar,810152605783,PV-GLA-0290/4002/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110752,desert tortoise,26FS,OSZ,UN,,,0,0,0,0,0,,,0,2,2026-03-20,2,44.44,0,0,0,0,0,0,0,0,0,0,0,74.99,80,0.062625,0,PW-neu-09,74.99,74.99
X7306183,The Low Bones  - Himalayan,Nein/Nur in der Filiale Verfügbar,810152605776,PV-GLA-0290/4007/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110753,himalayan,26FS,OSZ,UN,,,0,0,0,0,0,,,0,2,2026-03-20,2,44.44,0,0,0,0,0,0,0,0,0,0,0,74.99,80,0.062625,0,PW-neu-09,74.99,74.99
X7306184,The Originals 2.0 Regular HDPV - Electroshock,Nein/Nur in der Filiale Verfügbar,810152608043,PV-GLA-1000/4145/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110757,electroshock,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,72.22,0,0,0,0,0,0,0,0,0,0,0,126.99,130,0.023154,0,PW-neu-09,126.99,126.99
X7306185,The Originals 2.0 Regular HDPV - Miami Nights Rainbow,Nein/Nur in der Filiale Verfügbar,810152608029,PV-GLA-1000/4149/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110758,miami nights rainbow,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,72.22,0,0,0,0,0,0,0,0,0,0,0,126.99,130,0.023154,0,PW-neu-09,126.99,126.99
X7306186,The Originals 2.0 Regular - Blacking Out Blue-Green,Nein/Nur in der Filiale Verfügbar,810152608005,PV-GLA-1003/4144/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110756,blacking out blue-green,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,55.56,0,0,0,0,0,0,0,0,0,0,0,94.99,100,0.0501,0,PW-neu-09,94.99,94.99
X7306187,The Originals 2.0 Wide HDPV - Electroshock,Nein/Nur in der Filiale Verfügbar,810152608050,PV-GLA-1010/4145/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110760,electroshock,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,72.22,0,0,0,0,0,0,0,0,0,0,0,126.99,130,0.023154,0,PW-neu-09,126.99,126.99
X7306188,The Originals 2.0 Wide HDPV - Miami Nights Rainbow,Nein/Nur in der Filiale Verfügbar,810152608036,PV-GLA-1010/4149/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110761,miami nights rainbow,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,72.22,0,0,0,0,0,0,0,0,0,0,0,126.99,130,0.023154,0,PW-neu-09,126.99,126.99
X7306189,The Originals 2.0 Wide BALL-ISTIC - Blacking Out Blue-Green,Nein/Nur in der Filiale Verfügbar,810152608012,PV-GLA-1013/4144/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110759,blacking out blue-green,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,55.56,0,0,0,0,0,0,0,0,0,0,0,94.99,100,0.0501,0,PW-neu-09,94.99,94.99
X7306190,The Flip-Offs Regular HDPV - Exec Rainbow,Nein/Nur in der Filiale Verfügbar,810152608081,PV-GLA-1051/3384/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110746,exec rainbow,26FS,OSZ,UN,,,0,0,0,0,0,,,0,2,2026-03-20,2,72.22,0,0,0,0,0,0,0,0,0,0,0,126.99,130,0.023154,0,PW-neu-09,126.99,126.99
X7306191,The Flip-Offs Regular - Blacking Out,Nein/Nur in der Filiale Verfügbar,810152608104,PV-GLA-1052/2765/unis,B131,Bekleidung,Brille Freizeit,PITVIPER,M000110743,Blacking Out,26FS,OSZ,UN,,,0,0,0,0,0,,,0,3,2026-03-20,3,55.56,0,0,0,0,0,0,0,0,0,0,0,94.99,100,0.0501,0,PW-neu-09,94.99,94.99
