Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X0033395-1,F100 Schutz- und Pflegeöl Spraydose - 300ml,JA,4006539028146,2814,Z141,TZB,Pflegemittel,DRWACK,M000005251,grau/grün,25,300 ml,UN,,,0,2,0,0,7,3.5,,0,0,,0,0,46092,6.988333,7.207667,22.7,8.3,0,0,0.365639,49.51,0,45219,15.99,15.99,0,2.3,"MP-1,65-0226",11.99,11.99
X0007688-1,Hummer 2 Minitool,JA,4712511824834,15400009,Z151,TZB,Werkzeuge Minitools,TOPEAK,M000011404,schwarz,26,18 Funktionen,UN,,,0,22,1,0,8,0.363636,8,1,0,,0,0,46051,12,12.013977,351.02,86.68,0,20.966387,0.246937,108.37,0.0125,44508,24.95,24.95,0,2.1,"MP-1,55-0326",18.99,18.99
X0007863-1,Mini 9 Minitool,JA,4712511823257,15400063,Z151,TZB,Werkzeuge Minitools,TOPEAK,M000086628,grau,26,9 Funktionen,UN,,,0,24,3,0,46,1.916667,15.333333,2,0,,0,0,44907,8.63,8.630833,240.36,33.24,0,40.210084,0.138293,414.33,0,44624,15.95,15.95,0,1.8,"MP-1,3-0326-Überbestand",10.99,10.99
X0033625-2,Mini 20 Pro Minitool,Nein/Nur in der Filiale Verfügbar,4712511824391,15400166,Z151,TZB,Werkzeuge Minitools,TOPEAK,M000050220,schwarz,26,20 Funktionen,UN,,,0,26,2,1,0,0,0,0,6,2026-04-24,6,17.78,45809,16.814,17.868561,592.23,154.55,23.521008,47.042017,0.260963,0,0,44508,27.99,36.95,0.24249,1.7,"MP-1,55-0326",27.99,27.99
X0007952-1,DV1 Schlauch 12 Zoll - 32 mm,JA,4026495099783,1431210000,T046,TZB,Schläuche,SCHWALBE,M000006381,schwarz,25,47/62-203,UN,,,0,3,3,2,20,6.666667,6.666667,2,0,,0,0,46083,2.1384,2.5192,12.58,6.16,14.957983,22.436975,0.489666,47.04,0.176471,44956,8.9,8.9,0,4.2,MC-A-NOS,6.99,6.99
X0007954-1,DV2 Schlauch 14/16 Zoll - 32 mm,JA,4026495099868,1431410000,T046,TZB,Schläuche,SCHWALBE,M000006386,schwarz,25,32/47-288/305,UN,,,0,2,0,0,7,3.5,,0,0,,0,0,44957,2.9,2.9,11.74,5.94,0,0,0.505963,20.3,0,44956,8.9,8.9,0,3.1,MC-A-NOS,6.99,6.99
X0007955-1,DV3 Schlauch 16 Zoll - 32 mm,JA,4026495099943,1431610000,T046,TZB,Schläuche,SCHWALBE,M000006387,schwarz,25,47/62-305,UN,,,0,20,0,0,1,0.05,,1,0,,0,0,44957,2.9,2.9,110.73,52.73,0,0,0.476203,5.8,0.078431,44956,8.9,8.9,0,3.1,MC-A-NOS,6.99,6.99
X0007957-1,AV5 Schlauch 18 Zoll - 40 mm,JA,4026495100069,SB10412310,T046,TZB,Schläuche,SCHWALBE,M000006388,schwarz,25,32/47-355/400,UN,,,0,5,0,0,37,7.4,,0,0,,0,0,44957,2.9,2.9,26.01,11.51,0,0,0.442522,107.3,0.133333,44956,8.9,8.9,0,3.1,MC-AUSLAUF,6.99,6.99
X0007958-1,SV15 Schlauch 28 Zoll - 40 mm,JA,4026495099509,1432832000,T046,TZB,Schläuche,SCHWALBE,M000006402,schwarz,25,18/28-622/630,UN,,,0,220,6,0,184,0.836364,30.666667,10,50,2026-03-01,25,2.47,46113,2.4685,2.403804,1291.17,749.63,0,44.87395,0.580582,478.83,0.03171,44956,8.9,8.9,0,3.6,MC-A-NOS,6.99,6.99
X0007959-1,AV17 Schlauch 28 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495098502,SB10429340,T046,TZB,Schläuche,SCHWALBE,M000006373,schwarz,25,28/47-622/635,UN,,,0,101,0,0,0,0,,0,50,2026-03-01,25,2.39,45909,2.3944,2.46709,592.57,355.88,0,0,0.60057,0,0.050633,44957,6.99,8.9,0.214607,2.9,MC-AUSLAUF,6.99,6.99
X0007961-1,SV17 Schlauch 28 Zoll - 40 mm,JA,4026495098564,SB10429343,T046,TZB,Schläuche,SCHWALBE,M000006404,schwarz,25,28/47-622/635,UN,,,0,1194,185,54,80,0.067002,0.432432,38,0,,0,0,46083,2.4685,2.473436,6725.15,3846.33,403.865546,1383.613445,0.571932,303.4,0.03717,44957,8.9,8.9,0,3.6,MC-AUSLAUF X7304733,6.99,6.99
X0007964-1,SV13F Freeride Schlauch 26 Zoll - 40 mm,JA,4026495478533,1432631200,T046,TZB,Schläuche,SCHWALBE,M000006399,schwarz,25,54/75-559,UN,,,0,23,4,2,21,0.913043,5.25,0,0,,0,0,46087,4.5604,4.491067,189.7,89.64,21.680672,43.361345,0.472536,95.34,0,44956,12.9,12.9,0,2.8,MC-A-NOS,9.99,9.99
X0007966-1,SV6 Schlauch 20 Zoll - 40 mm,JA,4026495100144,1432031000,T046,TZB,Schläuche,SCHWALBE,M000006407,schwarz,25,28/40-406,UN,,,0,15,1,1,22,1.466667,22,1,0,,0,0,46037,2.4272,2.7424,88.01,45.45,7.478992,7.478992,0.516419,55.82,0,44956,8.9,8.9,0,3.7,MC-A-NOS,6.99,6.99
X0007967-1,AV7 Schlauch 20 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495100168,SB10415310,T046,TZB,Schläuche,SCHWALBE,M000006378,schwarz,25,40/62-406,UN,,,0,60,0,0,0,0,,0,0,,0,0,45881,2.4886,2.540322,301.82,152.54,0,0,0.505401,0,0.002976,44957,5.99,8.9,0.326966,2.4,MC-AUSLAUF,6.99,6.99
X0007968-1,DV7 Schlauch 20 Zoll - 40 mm,JA,4026495100182,SB10415611,T046,TZB,Schläuche,SCHWALBE,M000006389,schwarz,25,40/62-406,UN,,,0,21,3,1,18,0.857143,6,0,0,,0,0,46034,2.32,2.755,123.31,66.47,7.478992,22.436975,0.539048,41.76,0.012346,44956,8.9,8.9,0,3.8,MC-A-NOS,6.99,6.99
X0007976-1,AV13 Schlauch 26 Zoll - 40 mm,JA,4026495099165,SB10425340,T046,TZB,Schläuche,SCHWALBE,M000006371,schwarz,25,40/62-559,UN,,,0,132,17,7,37,0.280303,2.176471,2,0,,0,0,45446,2.4452,2.67341,774.57,424.64,52.352941,127.142857,0.548227,103.45,0.016746,44957,8.9,8.9,0,3.6,MC-AUSLAUF-X,6.99,6.99
X0007977-1,DV13 Schlauch 26 Zoll - 40mm,JA,4026495099189,SB10425311,T046,TZB,Schläuche,SCHWALBE,M000006384,schwarz,25,40/62-559,UN,,,0,21,1,0,42,2,42,1,0,,0,0,45051,2.7064,2.6163,123.21,67.61,0,7.478992,0.548738,113.73,0.017241,44957,8.9,8.9,0,3.3,MC-AUSLAUF-X,6.99,6.99
X0007980-1,SV15 Schlauch 28 Zoll - 60 mm,Nein/Nur in der Filiale Verfügbar,4026495099523,1432834000,T046,TZB,Schläuche,SCHWALBE,M000006403,schwarz,25,18/28-622/630,UN,,,0,184,0,0,0,0,,0,50,2026-03-01,25,3.16,45909,3.162,3.012731,1108.03,541.9,0,0,0.489066,0,0.00768,44956,6.99,9.9,0.293939,2.2,MC-AUSLAUF-X,6.99,6.99
X0007983-1,SV13 Schlauch 26 Zoll - 60 mm,JA,4026495099264,1432634000,T046,TZB,Schläuche,SCHWALBE,M000006398,schwarz,25,40/62-559,UN,,,0,32,5,0,19,0.59375,3.8,0,0,,0,0,46119,3.41,3.239529,187.72,87.21,0,41.596639,0.464575,61.15,0,45321,9.9,9.9,0,2.9,MC-A-NOS,6.99,6.99
X0007985-1,SV20 Extra Light Schlauch 28 Zoll - 60 mm,JA,4026495099745,1432832700,T046,TZB,Schläuche,SCHWALBE,M000006366,schwarz,25,18/25-622/630,UN,,,0,60,6,3,22,0.366667,3.666667,0,0,,0,0,45909,4.2684,3.91458,482.49,267.75,30,60,0.554934,88.33,0.03139,44956,11.9,11.9,0,2.8,MC-A-NOS,9.99,9.99
X0007986-1,"SV19 Schlauch 27,5/29 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495099707,SB10430343,T046,TZB,Schläuche,SCHWALBE,M000006405,schwarz,25,40/62-584/635,UN,,,0,289,0,0,0,0,,0,100,2026-03-01,50,2.54,45966,2.5442,2.535637,1695.94,934.91,0,0,0.551264,0,0.018855,44957,6.99,8.9,0.214607,2.7,MC-AUSLAUF,6.99,6.99
X0007987-1,"AV19 Schlauch 27,5/29 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495099646,SB10430340,T046,TZB,Schläuche,SCHWALBE,M000006374,schwarz,25,40/62-584/635,UN,,,0,334,1,0,0,0,0,0,50,2026-03-01,25,2.45,45966,2.4491,2.449488,1965.48,1140.81,0,5.87395,0.580423,0,0.037321,44956,6.99,8.9,0.214607,2.9,MC-AUSLAUF-X,6.99,6.99
X0009512-1,SV13 Schlauch 26 Zoll - 40 mm für Automat,Nein/Nur in der Filiale Verfügbar,,,T046,TZB,Schläuche,SCHWALBE,M000006397,schwarz,25,40/62-559,UN,,,0,67,0,0,25,0.373134,,0,0,,0,0,46037,2.7824,2.69257,393.41,212.64,0,0,0.540505,69.47,0.003425,44957,8.9,8.9,0,3.2,XXL Filialartikel,6.99,6.99
X0047339-2,Cinos 120,JA,4061929022203,212000000020,F004,Bike,Trekking OR,CARVER,M000009241,white silver turquoise,26,50 CM,DA,DSP,28,0,2,0,0,0,0,,0,0,,0,0,45155,421.31,413.826429,962.52,119.9,0,0,0.124569,0,0,43872,649.99,899.99,0.277781,1.5,DW:Feld_Carver_FP_Neu_12032026,649.99,649.99
X0047340-2,Cinos 120,JA,4061929022166,212000000016,F004,Bike,Trekking OR,CARVER,M000009242,black silver processblue,26,55 CM,HE,DIA,28,0,3,0,0,0,0,,0,0,,0,0,45155,421.31,417.280385,1512.57,248.64,0,0,0.164382,0,0.090909,43872,649.99,899.99,0.277781,1.5,DW:Feld_Carver_FP_Neu_12032026,649.99,649.99
X0047340-3,Cinos 120,JA,4061929022173,212000000017,F004,Bike,Trekking OR,CARVER,M000009242,black silver processblue,26,60 CM,HE,DIA,28,0,1,0,0,0,0,,0,0,,0,0,45155,421.31,421.31,504.19,82.88,0,0,0.164382,0,0,45155,649.99,899.99,0.277781,1.5,DW:Feld_Carver_FP_Neu_12032026,649.99,649.99
X0046843-2,Luca 21,JA,4061929021183,211900000729,F005,Bike,ATB,BELLINI,M000008098,dark bluegreenishyellow,24,34 CM,KN,DIA,24,0,1,1,0,7,7,7,0,0,,0,0,0,0,125.73,420.16,294.43,0,420.159664,0.700757,880.11,0,43830,499.99,549.99,0.090911,0,,,
X0046849-2,Paul 6,JA,4061929021121,211900000723,F005,Bike,ATB,BELLINI,M000008104,BlackNeonred,24,32 CM,KN,DIA,20,0,1,0,0,3,3,,0,0,,0,0,0,0,117.13,294.11,176.98,0,0,0.601748,351.39,0,43830,439.99,439.99,0,0,,,
X0025866-1,Drachenfreund,JA,4061929012617,211600001141,F010,Bike,Spiel,BELLINI,M000008064,grün,24,25 CM,KI,DKO,14,0,-1,0,0,0,0,,0,0,,0,0,0,0,0,-133.32,-21.33,0,0,0.159991,0,0,45800,159.99,179.99,0.111117,0,,,
X0008411-1,Uni Lenkerkorb,JA,4018861001773,0397KLIK,Z061,TZB,Korb vorne,RIXEN&KAUL,M000100673,schwarz,26,16 Liter,UN,,,0,92,2,1,5,0.054348,2.5,3,0,,0,0,46098,12.2,12.310242,1775.46,650.62,25.168067,50.336134,0.366452,134.2,0.063107,44986,29.95,29.95,0,2.5,CK NOS-A MB=10 VE=10,24.99,24.99
X0008447-1,Uni Lenkerkorb,JA,4018861001780,0397ksi,Z061,TZB,Korb vorne,RIXEN&KAUL,M000032926,Silber,26,16 Liter,UN,,,0,16,1,0,9,0.5625,9,0,0,,0,0,46098,12.6,12.59,314.76,113.73,0,25.168067,0.361323,113.4,0.114286,44986,29.95,29.95,0,2.4,CK NOS-A MB=10 VE=10,24.99,24.99
X0008453-1,Struktura Lenkerkorb,JA,4018861000073,0380klik,Z061,TZB,Korb vorne,RIXEN&KAUL,M000096256,schwarz,26,16 Liter,UN,,,0,12,1,0,10,0.833333,10,0,0,,0,0,45840,28.4,28.368,525.13,186.64,0,42.008403,0.355417,282.05,0.113636,45043,49.99,69.95,0.285347,1.8,CK NOS-A MB=5 VE=5,49.99,49.99
X0008454-1,Struktura Lenkerkorb,Nein/Nur in der Filiale Verfügbar,4018861000189,0381klik,Z061,TZB,Korb vorne,RIXEN&KAUL,M000096256,bronze,26,16 Liter,UN,,,0,2,0,0,0,0,,0,0,,0,0,45035,29.56,29.56,78.97,19.85,0,0,0.251361,0,0.285714,45043,71.95,69.95,-0.028592,2.4,CK-UVP-UVP-AUSLAUF,71.95,71.95
X0008455-1,Struktura Lenkerkorb,JA,4018861000844,0383klik,Z061,TZB,Korb vorne,RIXEN&KAUL,M000096255,braun EF,26,16 Liter,UN,,,0,39,1,0,3,0.076923,3,1,0,,0,0,46098,28.4,28.525,1615.37,508.12,0,43.689076,0.314553,113.6,0.068966,45043,51.99,69.95,0.256755,1.8,CK NOS-A MB=5 VE=5,51.99,51.99
X0008456-1,Struktura Lenkerkorb,Nein/Nur in der Filiale Verfügbar,4018861000585,0382klik,Z061,TZB,Korb vorne,RIXEN&KAUL,M000096255,schwarz EF,26,16 Liter,UN,,,0,4,0,0,0,0,,0,0,,0,0,45035,29.56,29.56,131.07,12.83,0,0,0.097887,0,0,45043,69.95,69.95,0,2.4,CK-UVP-UVP-AUSLAUF,69.95,69.95
X0032936-1,Struktura Oval Lenkerkorb,JA,4030572102921,0376OBR,Z061,TZB,Korb vorne,RIXEN&KAUL,M000096257,braun,26,16 Liter,UN,,,0,32,5,1,15,0.46875,3,0,0,,0,0,46014,28.4,28.698636,1346.49,422.75,42.008403,210.042017,0.313964,431.43,0.08871,45043,49.99,69.95,0.285347,1.8,CK NOS-A MB=5 VE=5,49.99,49.99
X0033009-1,Uni Lenkerkorb,Nein/Nur in der Filiale Verfügbar,4018861001476,0397KW,Z061,TZB,Korb vorne,RIXEN&KAUL,M000032926,Weiß,26,16 Liter,UN,,,0,5,0,0,0,0,,0,0,,0,0,45404,12.4,12.58,80.91,18.11,0,0,0.223829,0,0.166667,45175,29.95,29.95,0,2.4,CK-UVP-UVP-AUSLAUF,29.95,29.95
X0033264-1,Bikebasket Lenkerkorb,JA,4030572002948,0303FS,Z061,TZB,Korb vorne,REISENTHEL,M000072196,Fleur Schwarz,26,15 Liter,UN,,,0,29,0,0,54,1.862069,,1,0,,0,0,45840,30.2,29.083333,1318.29,428.09,0,0,0.324731,1676.8,0.054455,44280,52.99,72.95,0.273612,1.8,CK NOS-A MB=6 VE=12,52.99,52.99
X0033264-2,Bikebasket Lenkerkorb,JA,4030572102259,0303BA,Z061,TZB,Korb vorne,REISENTHEL,M000072196,Bubbles Anthrazit,26,15 Liter,UN,,,0,6,0,0,57,9.5,,0,0,,0,0,46014,30.2,28.348252,272.22,89.68,0,0,0.329439,1730.06,0.044444,44298,52.99,72.95,0.273612,1.8,CK NOS-A MB=6 VE=12,52.99,52.99
X0033264-5,Bikebasket Lenkerkorb,JA,4030572003174,0303DO,Z061,TZB,Korb vorne,REISENTHEL,M000072196,dots,26,15 Liter,UN,,,0,32,1,1,59,1.84375,59,1,0,,0,0,45840,30.2,28.156557,1447.76,477.34,44.529412,44.529412,0.329709,1816.59,0.053279,44294,52.99,72.95,0.273612,1.8,CK NOS-A MB=6 VE=12,52.99,52.99
X0033264-6,Bikebasket Lenkerkorb,Nein/Nur in der Filiale Verfügbar,4030572002368,0303S,Z061,TZB,Korb vorne,REISENTHEL,M000072196,schwarz,26,15 Liter,UN,,,0,50,6,4,12,0.24,2,0,0,,0,0,46127,30.2,28.04942,2289.62,776.55,178.117647,267.176471,0.339161,362.4,0.05036,44298,52.99,72.95,0.273612,1.8,CK NOS-A MB=6 VE=12,52.99,52.99
X0009517-1,Scheinwerferhalter 475 D,JA,4006021006195,3105335,T119,TZB,Beleuchtung E.Teile/Zub.,BUM,M000014914,Silber,26,OSZ,UN,,,0,12,1,0,1,0.083333,1,0,0,,0,0,45809,2.03,2.03,40.2,15.84,0,4.117647,0.39403,2.03,0.041667,44754,4.9,4.9,0,2.4,CC-Beleuchtung-1225,3.99,3.99
X0009798-1,Flaschenhalter Alu,Nein/Nur in der Filiale Verfügbar,4061929028649,221600000341,Z113,TZB,Trinkflaschen Halter,TBG,M000060726,schwarz,NOS,Zugriff mittig,UN,,,0,172,0,0,0,0,,0,0,,0,0,44682,1.67,1.67,663.19,375.95,0,0,0.566881,0,0.025862,44706,2.99,9.99,0.700701,1.8,"MP-1,75-4925-Auslauf",2.99,2.99
X0033575-10,Flaschenhalter HPP,JA,4250589427590,130770000,Z113,TZB,Trinkflaschen Halter,CUBE,M000072704,matt grey´n´black,26,OSZ,UN,,,0,120,19,5,31,0.258333,1.631579,2,0,,0,0,46044,5.92,5.894576,1409.85,699.33,71.218487,270.630252,0.496031,201.43,0.073702,44427,16.95,16.95,0,2.9,"MP-2,4-0226",13.99,13.99
X0033575-2,Flaschenhalter HPP,JA,4250589427507,130680000,Z113,TZB,Trinkflaschen Halter,CUBE,M000072704,matt black´n´white,26,OSZ,UN,,,0,430,59,13,112,0.260465,1.898305,13,0,,0,0,46079,5.92,5.738501,5052.24,2508.71,185.168067,840.378151,0.496554,745.74,0.053209,44427,16.95,16.95,0,2.9,"MP-2,4-0226",13.99,13.99
X0033575-6,Flaschenhalter HPP,JA,4250589427552,130730000,Z113,TZB,Trinkflaschen Halter,CUBE,M000072704,matt white´n´black,26,OSZ,UN,,,0,154,20,7,29,0.188312,1.45,3,0,,0,0,46079,5.92,5.761579,1809.89,897.91,99.705882,284.87395,0.496113,189.6,0.065574,44427,16.95,16.95,0,2.9,"MP-2,4-0226",13.99,13.99
X0034260-2,Flaschenhalter,Nein/Nur in der Filiale Verfügbar,4061929028700,221600000335,Z113,TZB,Trinkflaschen Halter,CARVER,M000009411,schwarz matt,NOS,OSZ,UN,,,0,119,0,0,0,0,,0,0,,0,0,44682,3.89,3.89,669.86,206.95,0,0,0.308945,0,0.056872,44721,4.99,9.99,0.500501,1.3,"MP-1,3-4925-Auslauf",4.99,4.99
X0034260-3,Flaschenhalter,Nein/Nur in der Filiale Verfügbar,4061929028717,221600000336,Z113,TZB,Trinkflaschen Halter,CARVER,M000009411,Weiß,NOS,OSZ,UN,,,0,40,0,0,0,0,,0,0,,0,0,44682,3.67,3.67,166.34,19.54,0,0,0.11747,0,0.02,44685,5.99,9.99,0.4004,1.6,"MP-1,5-2425-Auslauf",5.99,5.99
X0034260-4,Flaschenhalter,Nein/Nur in der Filiale Verfügbar,4061929028724,221600000337,Z113,TZB,Trinkflaschen Halter,CARVER,M000009411,schwarz glänzend,NOS,OSZ,UN,,,0,25,0,0,0,0,,0,0,,0,0,44682,3.89,3.89,132.35,35.1,0,0,0.265206,0,0.057692,44721,5.99,9.99,0.4004,1.5,"MP-1,5-2425-Auslauf",5.99,5.99
X0046718-1,"Flaschenhalter Cannibal XC, glänzend",Nein/Nur in der Filiale Verfügbar,8020775029909,FA003515190,Z113,TZB,Trinkflaschen Halter,ELITE,M000087910,schwarz/weiß,24,Zugriff mittig,UN,,,0,10,0,0,0,0,,0,0,,0,0,44378,5.76,6.392154,82.26,23.01,0,0,0.279723,0,0.049608,43830,7.99,16.8,0.524405,1.4,"MP-1,3-2425-Auslauf",7.99,7.99
X0046719-1,Flaschenhalter Ciussi,JA,8020775012635,FA003515028,Z113,TZB,Trinkflaschen Halter,ELITE,M000005291,schwarz,26,Zugriff mittig,UN,,,0,42,4,2,48,1.142857,12,0,0,,0,0,46098,5.481042,5.487485,317.23,70.63,23.109244,46.218487,0.222646,266.33,0.026756,43830,13.75,14.5,0.051724,2.5,"MP-1,7-0226",8.99,8.99
X0046720-1,Flaschenhalter Custom Race soft touch,JA,8020775018798,fa003515108,Z113,TZB,Trinkflaschen Halter,ELITE,M000005292,"schwarz, soft touch",26,Zugriff mittig,UN,,,0,309,18,4,105,0.339806,5.833333,7,240,2026-05-01,144,7.55,46098,6.1125,5.379757,2853.18,967.13,53.781513,242.016807,0.338966,690.72,0.055263,43830,16,16.25,0.015385,2.6,"MP-1,8-0226",10.99,10.99
X0011722-6,R 1,JA,4015731051722,5172,R022,TZB,Tretroller,PUKY,M000078231,rosé,23,OSZ,KI,SON,-,0,0,0,0,5,,,0,0,,0,0,44253,33.261,33.260571,0,0,0,0,0,166.31,0.037037,43830,79.99,84.99,0.05883,2.4,CC:Puky_AK_FP_Neu_04122024,79.99,79.99
X0015952-1,Schaltauge Cinos,JA,,221600002418,T019,TZB,Rahmen/Gabel E-Teile,CARVER,M000005203,-,NOS,OSZ,KA,,,0,0,0,0,39,,,0,0,,0,0,46000,1.35,1.35,0,0,0,0,0,52.65,0,46000,4.86,4.99,0.026052,3.6,MC-CARVER-UVP,4.99,4.99
X0015979-7,Wutsch,JA,4015731030284,00003028,R025,TZB,sonst. Ki-Spielfahrzeuge,PUKY,M000078184,kiwi,22,OSZ,KI,SON,-,0,7,2,0,3,0.428571,1.5,3,0,,0,0,0,0,27.72,352.51,158.47,0,100.823529,0.449548,166.32,0,43830,59.99,59.99,0,0,CC:Puky_AK_FP_Neu_04122024,59.99,59.99
X0015981-5,FITSCH,Nein/Nur in der Filiale Verfügbar,4015731025136,2513,R021,TZB,Dreiräder,PUKY,M000078191,PUKY color,23,OSZ,KI,SON,-,0,-1,-1,0,0,0,0,0,0,,0,0,0,0,30.439167,-58.32,-9.33,0,-58.815126,0.159979,48.99,0.1,43857,69.99,69.99,0,0,CC:Puky_AK_FP_Neu_04122024,69.99,69.99
X0021222-1,Ivera Chain 7215/95 Kettenschloss,Nein/Nur in der Filiale Verfügbar,,22507,Z076,TZB,Schlösser Ketten,ABUS,M000002751,schwarz/Blau,NOS,95 cm,,,,0,0,0,0,0,,,-1,0,,0,0,43937,19.98,19.98,0,0,0,0,0,-19.98,0.033333,43831,32.99,35.99,0.083356,1.7,"CC 1,9-2,1 4523-AUSLAUF",29.99,32.99
X0032749-1,Tresor 1385/85 Kettenschloss,JA,4003318485664,10048566-01,Z076,TZB,Schlösser Ketten,ABUS,M000103107,schwarz,26,85 cm,UN,,,0,195,14,3,87,0.446154,6.214286,4,60,2026-05-15,30,24.97,46127,24.97,21.566651,6566.14,1700.29,103.336134,482.235294,0.258948,2270.85,0.036778,43830,40.99,54.95,0.254049,1.6,CC-SchlösserAnpassung1126,40.99,40.99
X0045578-1,KICKR Climb,JA,853988006416,WFBKTR5,H006,TZB,Rollentrainer,WAHOO,M000009562,schwarz,25,OSZ,UN,,,0,46,0,0,0,0,,0,0,,0,0,45638,466.66,402.568333,19414.15,-1979.98,0,0,-0.101986,0,0.070922,44063,499.99,649.99,0.230773,1.1,CC: Preisanpassung 30.01.2026,449.99,449.99
X0045580-1,KICKR Core,Nein/Nur in der Filiale Verfügbar,853988006522,WFBKTR4,H006,TZB,Rollentrainer,WAHOO,M000009563,schwarz,25,OSZ,UN,,,0,60,0,0,0,0,,0,0,,0,0,45905,352.1,421.316706,20774.99,3251.64,0,0,0.156517,0,0.049094,44127,429.99,499.99,0.140003,1.2,MC-AUSLAUF,429.99,429.99
X0032265-1,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,50 EUR,,,,0,191,17,4,18,0.094241,1.058824,0,0,,0,0,46125,50,49.886493,9550,0,168.067227,714.285714,0,950,0.009908,44168,50,50,0,1,CC MB=30 VE=30,50,50
X0032265-2,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,100 EUR,,,,0,136,11,4,11,0.080882,1,-1,0,,0,0,46125,100,100,13600,0,336.134454,924.369748,0,1000,0.004005,44168,100,100,0,1,CC MB=20 VE=20,100,100
X0032265-3,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,200 EUR,,,,0,22,3,1,18,0.818182,6,0,0,,0,0,45957,200,200,4400,0,168.067227,504.201681,0,3600,0.013245,44168,200,200,0,1,CC MB=15 VE=10,200,200
X0032265-4,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,300 EUR,,,,0,10,3,0,12,1.2,4,0,0,,0,0,45689,300,300,3000,0,0,756.302521,0,3600,0,44168,300,300,0,1,CC MB=15 VE=10,300,300
X0032265-5,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,400 EUR,,,,0,8,1,0,10,1.25,10,0,0,,0,0,45957,400,400,3200,0,0,336.134454,0,4000,0,44168,400,400,0,1,CC MB=10 VE=5,400,400
X0032265-6,Fahrrad XXL Emporon,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005918,-,KA,500 EUR,,,,0,18,2,0,7,0.388889,3.5,0,0,,0,0,45957,500,497.6088,9000,0,0,840.336134,0,3500,0,44168,500,500,0,1,CC MB=5 VE=5,500,500
X0032266-1,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,50 EUR,,,,0,121,9,7,28,0.231405,3.111111,0,0,,0,0,45957,50,49.215563,6050,0,294.117647,378.151261,0,1450,0.009475,44172,50,50,0,1,CC MB=30 VE=30,50,50
X0032266-2,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,100 EUR,,,,0,63,8,3,14,0.222222,1.75,0,0,,0,0,45957,100,99.031758,6300,0,252.10084,672.268908,0,1400,0.010508,44172,100,100,0,1,CC MB=20 VE=20,100,100
X0032266-3,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,200 EUR,,,,0,16,1,0,11,0.6875,11,0,0,,0,0,45957,200,200,3200,0,0,168.067227,0,2200,0.007194,44172,200,200,0,1,CC MB=15 VE=10,200,200
X0032266-4,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,300 EUR,,,,0,5,0,0,7,1.4,,0,0,,0,0,45957,300,300,1500,0,0,0,0,2100,0,44172,300,300,0,1,CC MB=15 VE=10,300,300
X0032266-5,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,400 EUR,,,,0,5,0,0,3,0.6,,0,0,,0,0,45957,400,400,2000,0,0,0,0,1200,0,44172,400,400,0,1,CC MB=10 VE=5,400,400
X0032266-6,Fahrrad XXL Feld,JA,,,S300,Sonstiges,Gutschein,GUTSCHEIN,M000005919,-,KA,500 EUR,,,,0,5,0,0,5,1,,0,0,,0,0,45957,500,500,2500,0,0,0,0,2500,0,44172,500,500,0,1,CC MB=5 VE=5,500,500
